day,time,timestamp,origin_place,origin_lat,origin_lng,destination_place,destination_lat,destination_lng,mode,distance_meters,duration_seconds,duration_in_traffic,source,duration_final,adjusted_duration,cost,effort,score
8/4/2025,6:00,1754312400,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,driving,3929,976,742.0,api,742.0,742.0,11.600636666666666,3.0,2488.0382
8/4/2025,6:00,1754312400,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,transit,2879,1094,,api,1094.0,1094.0,12.470803333333333,2.0,2542.2482
8/4/2025,6:00,1754312400,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,walking,2368,1942,,api,1942.0,1747.8,0.0,1.0,2097.8
8/4/2025,6:00,1754312400,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,bicycling,3440,840,,api,840.0,756.0,0.0,3.5,1981.0
8/4/2025,7:00,1754316000,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,driving,4046,999,806.0,api,806.0,806.0,12.136113333333334,3.0,2584.1668
8/4/2025,7:00,1754316000,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,transit,2366,1276,,api,1276.0,1276.0,13.207046666666667,2.0,2768.4228000000003
8/4/2025,7:00,1754316000,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,walking,2368,1942,,api,1942.0,1747.8,0.0,1.0,2097.8
8/4/2025,7:00,1754316000,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,bicycling,3440,840,,api,840.0,756.0,0.0,3.5,1981.0
8/4/2025,8:00,1754319600,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,driving,4046,999,908.0,api,908.0,908.0,12.816113333333334,3.0,2726.9668
8/4/2025,8:00,1754319600,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,transit,2879,1094,,api,1094.0,1094.0,12.470803333333333,2.0,2542.2482
8/4/2025,8:00,1754319600,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,walking,2368,1942,,api,1942.0,1747.8,0.0,1.0,2097.8
8/4/2025,8:00,1754319600,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,bicycling,3440,840,,api,840.0,756.0,0.0,3.5,1981.0
8/4/2025,9:00,1754323200,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,driving,4046,999,995.0,api,995.0,1492.5,16.712780000000002,3.0,3545.2668000000003
8/4/2025,9:00,1754323200,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,transit,2366,1276,,api,1276.0,1148.4,12.356380000000001,2.0,2589.7828
8/4/2025,9:00,1754323200,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,walking,2368,1942,,api,1942.0,1660.4099999999999,0.0,1.0,2010.4099999999999
8/4/2025,9:00,1754323200,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,bicycling,3440,840,,api,840.0,718.1999999999999,0.0,3.5,1943.1999999999998
8/4/2025,10:00,1754326800,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,driving,4046,999,954.0,api,954.0,1431.0,16.302780000000002,3.0,3459.1668
8/4/2025,10:00,1754326800,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,transit,2879,1094,,api,1094.0,984.6,11.74147,2.0,2389.0882
8/4/2025,10:00,1754326800,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,walking,2368,1942,,api,1942.0,1660.4099999999999,0.0,1.0,2010.4099999999999
8/4/2025,10:00,1754326800,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,bicycling,3440,840,,api,840.0,718.1999999999999,0.0,3.5,1943.1999999999998
8/4/2025,11:00,1754330400,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,driving,4046,999,958.0,api,958.0,1437.0,16.34278,3.0,3467.5668
8/4/2025,11:00,1754330400,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,transit,2366,1276,,api,1276.0,1148.4,12.356380000000001,2.0,2589.7828
8/4/2025,11:00,1754330400,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,walking,2368,1942,,api,1942.0,1660.4099999999999,0.0,1.0,2010.4099999999999
8/4/2025,11:00,1754330400,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,bicycling,3440,840,,api,840.0,718.1999999999999,0.0,3.5,1943.1999999999998
8/4/2025,12:00,1754334000,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,driving,4046,999,1015.0,api,1015.0,1015.0,13.529446666666669,3.0,2876.7668000000003
8/4/2025,12:00,1754334000,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,transit,2366,1336,,api,1336.0,1336.0,13.607046666666665,2.0,2852.4228
8/4/2025,12:00,1754334000,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,walking,2368,1942,,api,1942.0,1747.8,0.0,1.0,2097.8
8/4/2025,12:00,1754334000,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,bicycling,3440,840,,api,840.0,756.0,0.0,3.5,1981.0
8/4/2025,13:00,1754337600,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,driving,4046,999,981.0,api,981.0,981.0,13.302780000000002,3.0,2829.1668
8/4/2025,13:00,1754337600,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,transit,2366,1336,,api,1336.0,1336.0,13.607046666666665,2.0,2852.4228
8/4/2025,13:00,1754337600,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,walking,2368,1942,,api,1942.0,1747.8,0.0,1.0,2097.8
8/4/2025,13:00,1754337600,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,bicycling,3440,840,,api,840.0,756.0,0.0,3.5,1981.0
8/4/2025,14:00,1754341200,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,driving,4046,999,1008.0,api,1008.0,1008.0,13.482780000000002,3.0,2866.9668
8/4/2025,14:00,1754341200,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,transit,2366,1336,,api,1336.0,1336.0,13.607046666666665,2.0,2852.4228
8/4/2025,14:00,1754341200,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,walking,2368,1942,,api,1942.0,1747.8,0.0,1.0,2097.8
8/4/2025,14:00,1754341200,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,bicycling,3440,840,,api,840.0,756.0,0.0,3.5,1981.0
8/4/2025,15:00,1754344800,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,driving,4046,999,1060.0,api,1060.0,1060.0,13.829446666666666,3.0,2939.7668
8/4/2025,15:00,1754344800,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,transit,2364,1367,,api,1367.0,1367.0,13.811853333333335,2.0,2895.7112
8/4/2025,15:00,1754344800,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,walking,2368,1942,,api,1942.0,1747.8,0.0,1.0,2097.8
8/4/2025,15:00,1754344800,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,bicycling,3440,840,,api,840.0,756.0,0.0,3.5,1981.0
8/4/2025,16:00,1754348400,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,driving,4046,999,1113.0,api,1113.0,1113.0,14.182780000000001,3.0,3013.9668
8/4/2025,16:00,1754348400,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,transit,2879,1094,,api,1094.0,1094.0,12.470803333333333,2.0,2542.2482
8/4/2025,16:00,1754348400,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,walking,2368,1942,,api,1942.0,1747.8,0.0,1.0,2097.8
8/4/2025,16:00,1754348400,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,bicycling,3440,840,,api,840.0,756.0,0.0,3.5,1981.0
8/4/2025,17:00,1754352000,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,driving,3929,976,1083.0,api,1083.0,1083.0,13.87397,3.0,2965.4382
8/4/2025,17:00,1754352000,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,transit,2879,1094,,api,1094.0,1094.0,12.470803333333333,2.0,2542.2482
8/4/2025,17:00,1754352000,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,walking,2368,1942,,api,1942.0,1747.8,0.0,1.0,2097.8
8/4/2025,17:00,1754352000,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,bicycling,3440,840,,api,840.0,756.0,0.0,3.5,1981.0
8/4/2025,18:00,1754355600,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,driving,3929,976,1100.0,api,1100.0,1100.0,13.987303333333333,3.0,2989.2382
8/4/2025,18:00,1754355600,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,transit,2879,1094,,api,1094.0,1094.0,12.470803333333333,2.0,2542.2482
8/4/2025,18:00,1754355600,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,walking,2368,1942,,api,1942.0,1747.8,0.0,1.0,2097.8
8/4/2025,18:00,1754355600,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,bicycling,3440,840,,api,840.0,756.0,0.0,3.5,1981.0
8/4/2025,19:00,1754359200,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,driving,3929,976,967.0,api,967.0,967.0,13.100636666666666,3.0,2803.0382
8/4/2025,19:00,1754359200,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,transit,2366,1216,,api,1216.0,1216.0,12.807046666666668,2.0,2684.4228000000003
8/4/2025,19:00,1754359200,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,walking,2368,1942,,api,1942.0,1747.8,0.0,1.0,2097.8
8/4/2025,19:00,1754359200,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,bicycling,3440,840,,api,840.0,756.0,0.0,3.5,1981.0
8/4/2025,20:00,1754362800,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,driving,3929,976,906.0,api,906.0,906.0,12.69397,3.0,2717.6382
8/4/2025,20:00,1754362800,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,transit,2364,1359,,api,1359.0,1359.0,13.75852,2.0,2884.5112
8/4/2025,20:00,1754362800,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,walking,2368,1942,,api,1942.0,1747.8,0.0,1.0,2097.8
8/4/2025,20:00,1754362800,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,bicycling,3440,840,,api,840.0,756.0,0.0,3.5,1981.0
8/4/2025,21:00,1754366400,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,driving,3929,976,870.0,api,870.0,870.0,12.453970000000002,3.0,2667.2382000000002
8/4/2025,21:00,1754366400,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,transit,2366,1216,,api,1216.0,1216.0,12.807046666666668,2.0,2684.4228000000003
8/4/2025,21:00,1754366400,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,walking,2368,1942,,api,1942.0,1747.8,0.0,1.0,2097.8
8/4/2025,21:00,1754366400,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,bicycling,3440,840,,api,840.0,756.0,0.0,3.5,1981.0
8/4/2025,22:00,1754370000,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,driving,3929,976,823.0,api,823.0,823.0,12.14063666666667,3.0,2601.4382
8/4/2025,22:00,1754370000,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,transit,2879,1094,,api,1094.0,1094.0,12.470803333333333,2.0,2542.2482
8/4/2025,22:00,1754370000,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,walking,2368,1942,,api,1942.0,1747.8,0.0,1.0,2097.8
8/4/2025,22:00,1754370000,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,bicycling,3440,840,,api,840.0,756.0,0.0,3.5,1981.0
8/5/2025,6:00,1754398800,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,driving,3929,976,761.0,api,761.0,761.0,11.727303333333335,3.0,2514.6382000000003
8/5/2025,6:00,1754398800,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,transit,2879,1094,,api,1094.0,1094.0,12.470803333333333,2.0,2542.2482
8/5/2025,6:00,1754398800,Cal Anderson Park,47.61699686088056,-122.3191329,Seattle Aquarium,47.60738161055215,-122.3429637,walking,2368,1942,,api,1942.0,1747.8,0.0,1.0,2097.8
