origin_place,origin_lat,origin_lng,destination_place,destination_lat,destination_lng,mode
Space Needle,47.62047587,-122.3492266,Fremont Troll,47.65105594,-122.3475007,driving
Space Needle,47.62047587,-122.3492266,Fremont Troll,47.65105594,-122.3475007,bicycling
Space Needle,47.62047587,-122.3492266,Fremont Troll,47.65105594,-122.3475007,transit
Space Needle,47.62047587,-122.3492266,Fremont Troll,47.65105594,-122.3475007,walking
Space Needle,47.62047587,-122.3492266,Smith Tower,47.6018488,-122.3318543,driving
Space Needle,47.62047587,-122.3492266,Smith Tower,47.6018488,-122.3318543,bicycling
Space Needle,47.62047587,-122.3492266,Smith Tower,47.6018488,-122.3318543,transit
Space Needle,47.62047587,-122.3492266,Smith Tower,47.6018488,-122.3318543,walking
Space Needle,47.62047587,-122.3492266,Volunteer Park,47.63103247,-122.3163297,driving
Space Needle,47.62047587,-122.3492266,Volunteer Park,47.63103247,-122.3163297,bicycling
Space Needle,47.62047587,-122.3492266,Volunteer Park,47.63103247,-122.3163297,transit
Space Needle,47.62047587,-122.3492266,Volunteer Park,47.63103247,-122.3163297,walking
Space Needle,47.62047587,-122.3492266,Sky View Observatory - Columbia Center,47.60436106,-122.3310108,driving
Space Needle,47.62047587,-122.3492266,Sky View Observatory - Columbia Center,47.60436106,-122.3310108,bicycling
Space Needle,47.62047587,-122.3492266,Sky View Observatory - Columbia Center,47.60436106,-122.3310108,transit
Space Needle,47.62047587,-122.3492266,Sky View Observatory - Columbia Center,47.60436106,-122.3310108,walking
Space Needle,47.62047587,-122.3492266,Wing Luke Museum,47.59821381,-122.322921,driving
Space Needle,47.62047587,-122.3492266,Wing Luke Museum,47.59821381,-122.322921,bicycling
Space Needle,47.62047587,-122.3492266,Wing Luke Museum,47.59821381,-122.322921,transit
Space Needle,47.62047587,-122.3492266,Wing Luke Museum,47.59821381,-122.322921,walking
Space Needle,47.62047587,-122.3492266,Waterfall Garden,47.60022526,-122.3320583,driving
Space Needle,47.62047587,-122.3492266,Waterfall Garden,47.60022526,-122.3320583,bicycling
Space Needle,47.62047587,-122.3492266,Waterfall Garden,47.60022526,-122.3320583,transit
Space Needle,47.62047587,-122.3492266,Waterfall Garden,47.60022526,-122.3320583,walking
Space Needle,47.62047587,-122.3492266,Volunteer Park Conservatory,47.63210768,-122.3157461,driving
Space Needle,47.62047587,-122.3492266,Volunteer Park Conservatory,47.63210768,-122.3157461,bicycling
Space Needle,47.62047587,-122.3492266,Volunteer Park Conservatory,47.63210768,-122.3157461,transit
Space Needle,47.62047587,-122.3492266,Volunteer Park Conservatory,47.63210768,-122.3157461,walking
Space Needle,47.62047587,-122.3492266,Historic Chinatown Gate,47.59843717,-122.3273775,driving
Space Needle,47.62047587,-122.3492266,Historic Chinatown Gate,47.59843717,-122.3273775,bicycling
Space Needle,47.62047587,-122.3492266,Historic Chinatown Gate,47.59843717,-122.3273775,transit
Space Needle,47.62047587,-122.3492266,Historic Chinatown Gate,47.59843717,-122.3273775,walking
Space Needle,47.62047587,-122.3492266,Seattle Public Library - Central Library,47.60665261,-122.3321832,driving
Space Needle,47.62047587,-122.3492266,Seattle Public Library - Central Library,47.60665261,-122.3321832,bicycling
Space Needle,47.62047587,-122.3492266,Seattle Public Library - Central Library,47.60665261,-122.3321832,transit
Space Needle,47.62047587,-122.3492266,Seattle Public Library - Central Library,47.60665261,-122.3321832,walking
Space Needle,47.62047587,-122.3492266,Frye Art Museum,47.60719048,-122.3241545,driving
Space Needle,47.62047587,-122.3492266,Frye Art Museum,47.60719048,-122.3241545,bicycling
Space Needle,47.62047587,-122.3492266,Frye Art Museum,47.60719048,-122.3241545,transit
Space Needle,47.62047587,-122.3492266,Frye Art Museum,47.60719048,-122.3241545,walking
Space Needle,47.62047587,-122.3492266,Occidental Square,47.60049434,-122.3332285,driving
Space Needle,47.62047587,-122.3492266,Occidental Square,47.60049434,-122.3332285,bicycling
Space Needle,47.62047587,-122.3492266,Occidental Square,47.60049434,-122.3332285,transit
