origin_place,origin_lat,origin_lng,destination_place,destination_lat,destination_lng,mode
The Gum Wall at Unexpected Productions Improv,47.60835761,-122.3403387,World Famous Giant Shoe Museum,47.60862522,-122.3407418,driving
The Gum Wall at Unexpected Productions Improv,47.60835761,-122.3403387,World Famous Giant Shoe Museum,47.60862522,-122.3407418,bicycling
The Gum Wall at Unexpected Productions Improv,47.60835761,-122.3403387,World Famous Giant Shoe Museum,47.60862522,-122.3407418,transit
The Gum Wall at Unexpected Productions Improv,47.60835761,-122.3403387,World Famous Giant Shoe Museum,47.60862522,-122.3407418,walking
Historic Chinatown Gate,47.59843717,-122.3273775,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,driving
Historic Chinatown Gate,47.59843717,-122.3273775,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,bicycling
Historic Chinatown Gate,47.59843717,-122.3273775,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,transit
Historic Chinatown Gate,47.59843717,-122.3273775,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,walking
Lake Union Park,47.6270909,-122.337132,Museum of History & Industry (MOHAI),47.62757703,-122.3369061,driving
Lake Union Park,47.6270909,-122.337132,Museum of History & Industry (MOHAI),47.62757703,-122.3369061,bicycling
Lake Union Park,47.6270909,-122.337132,Museum of History & Industry (MOHAI),47.62757703,-122.3369061,transit
Lake Union Park,47.6270909,-122.337132,Museum of History & Industry (MOHAI),47.62757703,-122.3369061,walking
Smith Tower,47.6018488,-122.3318543,Pioneer Square Station - light rail station,47.60193328,-122.3309958,driving
Smith Tower,47.6018488,-122.3318543,Pioneer Square Station - light rail station,47.60193328,-122.3309958,bicycling
Smith Tower,47.6018488,-122.3318543,Pioneer Square Station - light rail station,47.60193328,-122.3309958,transit
Smith Tower,47.6018488,-122.3318543,Pioneer Square Station - light rail station,47.60193328,-122.3309958,walking
The Gum Wall at Unexpected Productions Improv,47.60835761,-122.3403387,Original Selfie Museum | Seattle,47.60778847,-122.339793,driving
The Gum Wall at Unexpected Productions Improv,47.60835761,-122.3403387,Original Selfie Museum | Seattle,47.60778847,-122.339793,bicycling
The Gum Wall at Unexpected Productions Improv,47.60835761,-122.3403387,Original Selfie Museum | Seattle,47.60778847,-122.339793,transit
The Gum Wall at Unexpected Productions Improv,47.60835761,-122.3403387,Original Selfie Museum | Seattle,47.60778847,-122.339793,walking
Waterfall Garden,47.60022526,-122.3320583,Occidental Square,47.60049434,-122.3332285,driving
Waterfall Garden,47.60022526,-122.3320583,Occidental Square,47.60049434,-122.3332285,bicycling
Waterfall Garden,47.60022526,-122.3320583,Occidental Square,47.60049434,-122.3332285,transit
Waterfall Garden,47.60022526,-122.3320583,Occidental Square,47.60049434,-122.3332285,walking
Space Needle,47.62047587,-122.3492266,Chihuly Garden and Glass,47.62054706,-122.3504608,driving
Space Needle,47.62047587,-122.3492266,Chihuly Garden and Glass,47.62054706,-122.3504608,bicycling
Space Needle,47.62047587,-122.3492266,Chihuly Garden and Glass,47.62054706,-122.3504608,transit
Space Needle,47.62047587,-122.3492266,Chihuly Garden and Glass,47.62054706,-122.3504608,walking
Seattle Aquarium,47.60738161,-122.3429637,Waterfront Park,47.60703331,-122.3418279,driving
Seattle Aquarium,47.60738161,-122.3429637,Waterfront Park,47.60703331,-122.3418279,bicycling
Seattle Aquarium,47.60738161,-122.3429637,Waterfront Park,47.60703331,-122.3418279,transit
Seattle Aquarium,47.60738161,-122.3429637,Waterfront Park,47.60703331,-122.3418279,walking
Westlake Park,47.61094901,-122.3370206,Westlake Station - light rail station,47.61175694,-122.3365386,driving
Westlake Park,47.61094901,-122.3370206,Westlake Station - light rail station,47.61175694,-122.3365386,bicycling
Westlake Park,47.61094901,-122.3370206,Westlake Station - light rail station,47.61175694,-122.3365386,transit
Westlake Park,47.61094901,-122.3370206,Westlake Station - light rail station,47.61175694,-122.3365386,walking
Chihuly Garden and Glass,47.62054706,-122.3504608,Pacific Science Center,47.62003616,-122.3515684,driving
Chihuly Garden and Glass,47.62054706,-122.3504608,Pacific Science Center,47.62003616,-122.3515684,bicycling
Chihuly Garden and Glass,47.62054706,-122.3504608,Pacific Science Center,47.62003616,-122.3515684,transit
Chihuly Garden and Glass,47.62054706,-122.3504608,Pacific Science Center,47.62003616,-122.3515684,walking
Waterfall Garden,47.60022526,-122.3320583,Klondike Gold Rush National Historical Park,47.59929372,-122.3317776,driving
Waterfall Garden,47.60022526,-122.3320583,Klondike Gold Rush National Historical Park,47.59929372,-122.3317776,bicycling
Waterfall Garden,47.60022526,-122.3320583,Klondike Gold Rush National Historical Park,47.59929372,-122.3317776,transit
Waterfall Garden,47.60022526,-122.3320583,Klondike Gold Rush National Historical Park,47.59929372,-122.3317776,walking
The Seattle Great Wheel,47.60612088,-122.3425217,Waterfront Park,47.60703331,-122.3418279,driving
The Seattle Great Wheel,47.60612088,-122.3425217,Waterfront Park,47.60703331,-122.3418279,bicycling
The Seattle Great Wheel,47.60612088,-122.3425217,Waterfront Park,47.60703331,-122.3418279,transit
The Seattle Great Wheel,47.60612088,-122.3425217,Waterfront Park,47.60703331,-122.3418279,walking
World Famous Giant Shoe Museum,47.60862522,-122.3407418,Original Selfie Museum | Seattle,47.60778847,-122.339793,driving
World Famous Giant Shoe Museum,47.60862522,-122.3407418,Original Selfie Museum | Seattle,47.60778847,-122.339793,bicycling
World Famous Giant Shoe Museum,47.60862522,-122.3407418,Original Selfie Museum | Seattle,47.60778847,-122.339793,transit
World Famous Giant Shoe Museum,47.60862522,-122.3407418,Original Selfie Museum | Seattle,47.60778847,-122.339793,walking
Embassy Suites by Hilton Seattle Downtown Pioneer Square,47.59807732,-122.3309348,King Street Station - train station,47.59768657,-122.329482,driving
