origin_place,origin_lat,origin_lng,destination_place,destination_lat,destination_lng,mode,duration_sec,distance_m
Benaroya Hall,47.60814199288301,-122.3368087995574,Space Needle,47.620475865973454,-122.34922662355608,driving,445,1956
Benaroya Hall,47.60814199288301,-122.3368087995574,Space Needle,47.620475865973454,-122.34922662355608,walking,1621,1889
Benaroya Hall,47.60814199288301,-122.3368087995574,Space Needle,47.620475865973454,-122.34922662355608,bicycling,729,2407
Benaroya Hall,47.60814199288301,-122.3368087995574,Space Needle,47.620475865973454,-122.34922662355608,transit,1009,2132
Benaroya Hall,47.60814199288301,-122.3368087995574,Chihuly Garden and Glass,47.62054706471586,-122.35046081087614,driving,452,1968
Benaroya Hall,47.60814199288301,-122.3368087995574,Chihuly Garden and Glass,47.62054706471586,-122.35046081087614,walking,1573,1826
Benaroya Hall,47.60814199288301,-122.3368087995574,Chihuly Garden and Glass,47.62054706471586,-122.35046081087614,bicycling,728,2391
Benaroya Hall,47.60814199288301,-122.3368087995574,Chihuly Garden and Glass,47.62054706471586,-122.35046081087614,transit,960,2069
Benaroya Hall,47.60814199288301,-122.3368087995574,Seattle Aquarium,47.60738161055215,-122.34296367108706,driving,569,2541
Benaroya Hall,47.60814199288301,-122.3368087995574,Seattle Aquarium,47.60738161055215,-122.34296367108706,walking,557,641
Benaroya Hall,47.60814199288301,-122.3368087995574,Seattle Aquarium,47.60738161055215,-122.34296367108706,bicycling,382,1307
Benaroya Hall,47.60814199288301,-122.3368087995574,Seattle Aquarium,47.60738161055215,-122.34296367108706,transit,557,641
Benaroya Hall,47.60814199288301,-122.3368087995574,Olympic Sculpture Park,47.616598558883176,-122.35531073027671,driving,506,2346
Benaroya Hall,47.60814199288301,-122.3368087995574,Olympic Sculpture Park,47.616598558883176,-122.35531073027671,walking,1612,1928
Benaroya Hall,47.60814199288301,-122.3368087995574,Olympic Sculpture Park,47.616598558883176,-122.35531073027671,bicycling,822,2334
Benaroya Hall,47.60814199288301,-122.3368087995574,Olympic Sculpture Park,47.616598558883176,-122.35531073027671,transit,1117,2267
Benaroya Hall,47.60814199288301,-122.3368087995574,Museum of Pop Culture,47.621470125609314,-122.3481282699205,driving,522,2370
Benaroya Hall,47.60814199288301,-122.3368087995574,Museum of Pop Culture,47.621470125609314,-122.3481282699205,walking,1619,1886
Benaroya Hall,47.60814199288301,-122.3368087995574,Museum of Pop Culture,47.621470125609314,-122.3481282699205,bicycling,752,2565
Benaroya Hall,47.60814199288301,-122.3368087995574,Museum of Pop Culture,47.621470125609314,-122.3481282699205,transit,795,1980
Benaroya Hall,47.60814199288301,-122.3368087995574,Discovery Park,47.66122637312634,-122.41720530872853,driving,1300,10585
Benaroya Hall,47.60814199288301,-122.3368087995574,Discovery Park,47.66122637312634,-122.41720530872853,walking,8576,10039
Benaroya Hall,47.60814199288301,-122.3368087995574,Discovery Park,47.66122637312634,-122.41720530872853,bicycling,2588,11192
Benaroya Hall,47.60814199288301,-122.3368087995574,Discovery Park,47.66122637312634,-122.41720530872853,transit,2911,11504
Benaroya Hall,47.60814199288301,-122.3368087995574,Pike Place Market,47.60939849082073,-122.3418399195103,driving,257,917
Benaroya Hall,47.60814199288301,-122.3368087995574,Pike Place Market,47.60939849082073,-122.3418399195103,walking,531,596
Benaroya Hall,47.60814199288301,-122.3368087995574,Pike Place Market,47.60939849082073,-122.3418399195103,bicycling,350,1027
Benaroya Hall,47.60814199288301,-122.3368087995574,Pike Place Market,47.60939849082073,-122.3418399195103,transit,531,596
Benaroya Hall,47.60814199288301,-122.3368087995574,The Seattle Great Wheel,47.60612088117679,-122.34252171878008,driving,288,1101
Benaroya Hall,47.60814199288301,-122.3368087995574,The Seattle Great Wheel,47.60612088117679,-122.34252171878008,walking,699,774
Benaroya Hall,47.60814199288301,-122.3368087995574,The Seattle Great Wheel,47.60612088117679,-122.34252171878008,bicycling,482,1132
