origin_place,origin_lat,origin_lng,destination_place,destination_lat,destination_lng,mode,duration_sec,distance_m
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,Space Needle,47.620475865973454,-122.34922662355608,driving,427,1994
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,Space Needle,47.620475865973454,-122.34922662355608,walking,2115,2494
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,Space Needle,47.620475865973454,-122.34922662355608,bicycling,812,2532
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,Space Needle,47.620475865973454,-122.34922662355608,transit,1507,2587
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,Chihuly Garden and Glass,47.62054706471586,-122.35046081087614,driving,434,2006
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,Chihuly Garden and Glass,47.62054706471586,-122.35046081087614,walking,2066,2431
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,Chihuly Garden and Glass,47.62054706471586,-122.35046081087614,bicycling,801,2458
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,Chihuly Garden and Glass,47.62054706471586,-122.35046081087614,transit,1543,2646
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,Seattle Aquarium,47.60738161055215,-122.34296367108706,driving,343,1833
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,Seattle Aquarium,47.60738161055215,-122.34296367108706,walking,397,630
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,Seattle Aquarium,47.60738161055215,-122.34296367108706,bicycling,120,630
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,Seattle Aquarium,47.60738161055215,-122.34296367108706,transit,397,630
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,Olympic Sculpture Park,47.616598558883176,-122.35531073027671,driving,296,1640
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,Olympic Sculpture Park,47.616598558883176,-122.35531073027671,walking,1565,2013
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,Olympic Sculpture Park,47.616598558883176,-122.35531073027671,bicycling,579,2092
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,Olympic Sculpture Park,47.616598558883176,-122.35531073027671,transit,1390,2960
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,Museum of Pop Culture,47.621470125609314,-122.3481282699205,driving,542,2350
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,Museum of Pop Culture,47.621470125609314,-122.3481282699205,walking,2114,2494
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,Museum of Pop Culture,47.621470125609314,-122.3481282699205,bicycling,835,2687
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,Museum of Pop Culture,47.621470125609314,-122.3481282699205,transit,1202,3084
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,Discovery Park,47.66122637312634,-122.41720530872853,driving,1144,10012
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,Discovery Park,47.66122637312634,-122.41720530872853,walking,8585,10251
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,Discovery Park,47.66122637312634,-122.41720530872853,bicycling,2325,10516
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,Discovery Park,47.66122637312634,-122.41720530872853,transit,3890,15879
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,Pike Place Market,47.60939849082073,-122.3418399195103,driving,321,1123
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,Pike Place Market,47.60939849082073,-122.3418399195103,walking,654,844
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,Pike Place Market,47.60939849082073,-122.3418399195103,bicycling,401,1119
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,Pike Place Market,47.60939849082073,-122.3418399195103,transit,654,844
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,Fremont Troll,47.65105594466806,-122.3475007419148,driving,766,5789
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,Fremont Troll,47.65105594466806,-122.3475007419148,walking,5017,5901
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,Fremont Troll,47.65105594466806,-122.3475007419148,bicycling,1804,6451
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,Fremont Troll,47.65105594466806,-122.3475007419148,transit,1697,6407
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,Seattle Art Museum,47.60751482550527,-122.3379600261628,driving,311,957
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,Seattle Art Museum,47.60751482550527,-122.3379600261628,walking,514,661
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,Seattle Art Museum,47.60751482550527,-122.3379600261628,bicycling,392,834
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,Seattle Art Museum,47.60751482550527,-122.3379600261628,transit,514,661
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,Waterfront Park,47.60703330685766,-122.3418278669016,driving,8,42
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,Waterfront Park,47.60703330685766,-122.3418278669016,walking,295,501
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,Waterfront Park,47.60703330685766,-122.3418278669016,bicycling,99,501
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,Waterfront Park,47.60703330685766,-122.3418278669016,transit,295,501
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,Kerry Park,47.62947041105963,-122.35993432806126,driving,638,3395
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,Kerry Park,47.62947041105963,-122.35993432806126,walking,3246,3625
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,Kerry Park,47.62947041105963,-122.35993432806126,bicycling,1332,4205
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,Kerry Park,47.62947041105963,-122.35993432806126,transit,1898,4474
The Seattle Great Wheel,47.60612088117679,-122.34252171878008,The Gum Wall at Unexpected Productions Improv,47.60835761047191,-122.3403386964607,driving,272,976
