origin_place,origin_lat,origin_lng,destination_place,destination_lat,destination_lng,mode
Pike Place Market,47.60939849082073,-122.3418399195103,Space Needle,47.620475865973454,-122.34922662355609,driving
Pike Place Market,47.60939849082073,-122.3418399195103,Space Needle,47.620475865973454,-122.34922662355609,walking
Pike Place Market,47.60939849082073,-122.3418399195103,Space Needle,47.620475865973454,-122.34922662355609,bicycling
Pike Place Market,47.60939849082073,-122.3418399195103,Space Needle,47.620475865973454,-122.34922662355609,transit
Pike Place Market,47.60939849082073,-122.3418399195103,Chihuly Garden and Glass,47.62054706471586,-122.35046081087614,driving
Pike Place Market,47.60939849082073,-122.3418399195103,Chihuly Garden and Glass,47.62054706471586,-122.35046081087614,walking
Pike Place Market,47.60939849082073,-122.3418399195103,Chihuly Garden and Glass,47.62054706471586,-122.35046081087614,bicycling
Pike Place Market,47.60939849082073,-122.3418399195103,Chihuly Garden and Glass,47.62054706471586,-122.35046081087614,transit
Pike Place Market,47.60939849082073,-122.3418399195103,Seattle Aquarium,47.607381610552146,-122.34296367108706,driving
Pike Place Market,47.60939849082073,-122.3418399195103,Seattle Aquarium,47.607381610552146,-122.34296367108706,walking
Pike Place Market,47.60939849082073,-122.3418399195103,Seattle Aquarium,47.607381610552146,-122.34296367108706,bicycling
Pike Place Market,47.60939849082073,-122.3418399195103,Seattle Aquarium,47.607381610552146,-122.34296367108706,transit
Pike Place Market,47.60939849082073,-122.3418399195103,Olympic Sculpture Park,47.616598558883176,-122.35531073027671,driving
Pike Place Market,47.60939849082073,-122.3418399195103,Olympic Sculpture Park,47.616598558883176,-122.35531073027671,walking
Pike Place Market,47.60939849082073,-122.3418399195103,Olympic Sculpture Park,47.616598558883176,-122.35531073027671,bicycling
Pike Place Market,47.60939849082073,-122.3418399195103,Olympic Sculpture Park,47.616598558883176,-122.35531073027671,transit
Pike Place Market,47.60939849082073,-122.3418399195103,Museum of Pop Culture,47.621470125609314,-122.3481282699205,driving
Pike Place Market,47.60939849082073,-122.3418399195103,Museum of Pop Culture,47.621470125609314,-122.3481282699205,walking
Pike Place Market,47.60939849082073,-122.3418399195103,Museum of Pop Culture,47.621470125609314,-122.3481282699205,bicycling
Pike Place Market,47.60939849082073,-122.3418399195103,Museum of Pop Culture,47.621470125609314,-122.3481282699205,transit
Pike Place Market,47.60939849082073,-122.3418399195103,Discovery Park,47.66122637312634,-122.41720530872853,driving
Pike Place Market,47.60939849082073,-122.3418399195103,Discovery Park,47.66122637312634,-122.41720530872853,walking
Pike Place Market,47.60939849082073,-122.3418399195103,Discovery Park,47.66122637312634,-122.41720530872853,bicycling
Pike Place Market,47.60939849082073,-122.3418399195103,Discovery Park,47.66122637312634,-122.41720530872853,transit
Pike Place Market,47.60939849082073,-122.3418399195103,The Seattle Great Wheel,47.606120881176786,-122.34252171878009,driving
Pike Place Market,47.60939849082073,-122.3418399195103,The Seattle Great Wheel,47.606120881176786,-122.34252171878009,walking
Pike Place Market,47.60939849082073,-122.3418399195103,The Seattle Great Wheel,47.606120881176786,-122.34252171878009,bicycling
Pike Place Market,47.60939849082073,-122.3418399195103,The Seattle Great Wheel,47.606120881176786,-122.34252171878009,transit
Pike Place Market,47.60939849082073,-122.3418399195103,Fremont Troll,47.65105594466806,-122.34750074191479,driving
Pike Place Market,47.60939849082073,-122.3418399195103,Fremont Troll,47.65105594466806,-122.34750074191479,walking
Pike Place Market,47.60939849082073,-122.3418399195103,Fremont Troll,47.65105594466806,-122.34750074191479,bicycling
Pike Place Market,47.60939849082073,-122.3418399195103,Fremont Troll,47.65105594466806,-122.34750074191479,transit
Pike Place Market,47.60939849082073,-122.3418399195103,Seattle Art Museum,47.60751482550527,-122.33796002616279,driving
Pike Place Market,47.60939849082073,-122.3418399195103,Seattle Art Museum,47.60751482550527,-122.33796002616279,walking
Pike Place Market,47.60939849082073,-122.3418399195103,Seattle Art Museum,47.60751482550527,-122.33796002616279,bicycling
Pike Place Market,47.60939849082073,-122.3418399195103,Seattle Art Museum,47.60751482550527,-122.33796002616279,transit
Pike Place Market,47.60939849082073,-122.3418399195103,Waterfront Park,47.60703330685766,-122.34182786690161,driving
Pike Place Market,47.60939849082073,-122.3418399195103,Waterfront Park,47.60703330685766,-122.34182786690161,walking
Pike Place Market,47.60939849082073,-122.3418399195103,Waterfront Park,47.60703330685766,-122.34182786690161,bicycling
Pike Place Market,47.60939849082073,-122.3418399195103,Waterfront Park,47.60703330685766,-122.34182786690161,transit
Pike Place Market,47.60939849082073,-122.3418399195103,Kerry Park,47.62947041105963,-122.35993432806126,driving
Pike Place Market,47.60939849082073,-122.3418399195103,Kerry Park,47.62947041105963,-122.35993432806126,walking
Pike Place Market,47.60939849082073,-122.3418399195103,Kerry Park,47.62947041105963,-122.35993432806126,bicycling
Pike Place Market,47.60939849082073,-122.3418399195103,Kerry Park,47.62947041105963,-122.35993432806126,transit
Pike Place Market,47.60939849082073,-122.3418399195103,The Gum Wall at Unexpected Productions Improv,47.608357610471906,-122.3403386964607,driving
Pike Place Market,47.60939849082073,-122.3418399195103,The Gum Wall at Unexpected Productions Improv,47.608357610471906,-122.3403386964607,walking
Pike Place Market,47.60939849082073,-122.3418399195103,The Gum Wall at Unexpected Productions Improv,47.608357610471906,-122.3403386964607,bicycling
Pike Place Market,47.60939849082073,-122.3418399195103,The Gum Wall at Unexpected Productions Improv,47.608357610471906,-122.3403386964607,transit
Pike Place Market,47.60939849082073,-122.3418399195103,Smith Tower,47.601848797389756,-122.33185426362004,driving
Pike Place Market,47.60939849082073,-122.3418399195103,Smith Tower,47.601848797389756,-122.33185426362004,walking
Pike Place Market,47.60939849082073,-122.3418399195103,Smith Tower,47.601848797389756,-122.33185426362004,bicycling
Pike Place Market,47.60939849082073,-122.3418399195103,Smith Tower,47.601848797389756,-122.33185426362004,transit
Pike Place Market,47.60939849082073,-122.3418399195103,Seattle Japanese Garden,47.628988143602356,-122.29629747947965,driving
Pike Place Market,47.60939849082073,-122.3418399195103,Seattle Japanese Garden,47.628988143602356,-122.29629747947965,walking
Pike Place Market,47.60939849082073,-122.3418399195103,Seattle Japanese Garden,47.628988143602356,-122.29629747947965,bicycling
Pike Place Market,47.60939849082073,-122.3418399195103,Seattle Japanese Garden,47.628988143602356,-122.29629747947965,transit
Pike Place Market,47.60939849082073,-122.3418399195103,Volunteer Park,47.63103246682187,-122.31632974461817,driving
Pike Place Market,47.60939849082073,-122.3418399195103,Volunteer Park,47.63103246682187,-122.31632974461817,walking
Pike Place Market,47.60939849082073,-122.3418399195103,Volunteer Park,47.63103246682187,-122.31632974461817,bicycling
Pike Place Market,47.60939849082073,-122.3418399195103,Volunteer Park,47.63103246682187,-122.31632974461817,transit
Pike Place Market,47.60939849082073,-122.3418399195103,Sky View Observatory - Columbia Center,47.604361063516045,-122.33101084091537,driving
Pike Place Market,47.60939849082073,-122.3418399195103,Sky View Observatory - Columbia Center,47.604361063516045,-122.33101084091537,walking
Pike Place Market,47.60939849082073,-122.3418399195103,Sky View Observatory - Columbia Center,47.604361063516045,-122.33101084091537,bicycling
Pike Place Market,47.60939849082073,-122.3418399195103,Sky View Observatory - Columbia Center,47.604361063516045,-122.33101084091537,transit
Pike Place Market,47.60939849082073,-122.3418399195103,Seward Park,47.549601386258544,-122.25736531434887,driving
Pike Place Market,47.60939849082073,-122.3418399195103,Seward Park,47.549601386258544,-122.25736531434887,walking
Pike Place Market,47.60939849082073,-122.3418399195103,Seward Park,47.549601386258544,-122.25736531434887,bicycling
Pike Place Market,47.60939849082073,-122.3418399195103,Seward Park,47.549601386258544,-122.25736531434887,transit
Pike Place Market,47.60939849082073,-122.3418399195103,Lake Union Park,47.62709090421509,-122.33713195940298,driving
Pike Place Market,47.60939849082073,-122.3418399195103,Lake Union Park,47.62709090421509,-122.33713195940298,walking
Pike Place Market,47.60939849082073,-122.3418399195103,Lake Union Park,47.62709090421509,-122.33713195940298,bicycling
