origin_place,origin_lat,origin_lng,destination_place,destination_lat,destination_lng,mode,duration_sec,distance_m
The Westin Seattle,47.613693189262335,-122.338198,Space Needle,47.620475865973454,-122.3492266,driving,445,1739
The Westin Seattle,47.613693189262335,-122.338198,Space Needle,47.620475865973454,-122.3492266,walking,1084,1217
The Westin Seattle,47.613693189262335,-122.338198,Space Needle,47.620475865973454,-122.3492266,bicycling,492,1525
The Westin Seattle,47.613693189262335,-122.338198,Space Needle,47.620475865973454,-122.3492266,transit,569,1917
The Westin Seattle,47.613693189262335,-122.338198,Chihuly Garden and Glass,47.62054706471586,-122.3504608,driving,452,1752
The Westin Seattle,47.613693189262335,-122.338198,Chihuly Garden and Glass,47.62054706471586,-122.3504608,walking,1125,1281
The Westin Seattle,47.613693189262335,-122.338198,Chihuly Garden and Glass,47.62054706471586,-122.3504608,bicycling,491,1509
The Westin Seattle,47.613693189262335,-122.338198,Chihuly Garden and Glass,47.62054706471586,-122.3504608,transit,602,1956
The Westin Seattle,47.613693189262335,-122.338198,Seattle Aquarium,47.60738161055215,-122.3429637,driving,599,2606
The Westin Seattle,47.613693189262335,-122.338198,Seattle Aquarium,47.60738161055215,-122.3429637,walking,855,910
The Westin Seattle,47.613693189262335,-122.338198,Seattle Aquarium,47.60738161055215,-122.3429637,bicycling,608,2014
The Westin Seattle,47.613693189262335,-122.338198,Seattle Aquarium,47.60738161055215,-122.3429637,transit,804,1109
The Westin Seattle,47.613693189262335,-122.338198,Olympic Sculpture Park,47.616598558883176,-122.3553107,driving,514,2231
The Westin Seattle,47.613693189262335,-122.338198,Olympic Sculpture Park,47.616598558883176,-122.3553107,walking,1417,1646
The Westin Seattle,47.613693189262335,-122.338198,Olympic Sculpture Park,47.616598558883176,-122.3553107,bicycling,691,1897
The Westin Seattle,47.613693189262335,-122.338198,Olympic Sculpture Park,47.616598558883176,-122.3553107,transit,921,1837
The Westin Seattle,47.613693189262335,-122.338198,Museum of Pop Culture,47.621470125609314,-122.3481283,driving,437,1754
The Westin Seattle,47.613693189262335,-122.338198,Museum of Pop Culture,47.621470125609314,-122.3481283,walking,1062,1218
The Westin Seattle,47.613693189262335,-122.338198,Museum of Pop Culture,47.621470125609314,-122.3481283,bicycling,515,1683
The Westin Seattle,47.613693189262335,-122.338198,Museum of Pop Culture,47.621470125609314,-122.3481283,transit,635,2025
The Westin Seattle,47.613693189262335,-122.338198,Discovery Park,47.66122637312634,-122.4172053,driving,1305,10240
The Westin Seattle,47.613693189262335,-122.338198,Discovery Park,47.66122637312634,-122.4172053,walking,8239,9615
The Westin Seattle,47.613693189262335,-122.338198,Discovery Park,47.66122637312634,-122.4172053,bicycling,2517,10524
The Westin Seattle,47.613693189262335,-122.338198,Discovery Park,47.66122637312634,-122.4172053,transit,3354,14794
The Westin Seattle,47.613693189262335,-122.338198,Pike Place Market,47.60939849082073,-122.3418399,driving,314,923
The Westin Seattle,47.613693189262335,-122.338198,Pike Place Market,47.60939849082073,-122.3418399,walking,566,610
The Westin Seattle,47.613693189262335,-122.338198,Pike Place Market,47.60939849082073,-122.3418399,bicycling,293,739
