origin_place,origin_lat,origin_lng,destination_place,destination_lat,destination_lng,mode,duration_sec,distance_m
Westlake Park,47.61094901,-122.3370206,Space Needle,47.62047587,-122.3492266,driving,444,1850
Westlake Park,47.61094901,-122.3370206,Space Needle,47.62047587,-122.3492266,walking,1301,1505
Westlake Park,47.61094901,-122.3370206,Space Needle,47.62047587,-122.3492266,bicycling,439,1528
Westlake Park,47.61094901,-122.3370206,Space Needle,47.62047587,-122.3492266,transit,461,1807
Westlake Park,47.61094901,-122.3370206,Chihuly Garden and Glass,47.62054706,-122.3504608,driving,458,1862
Westlake Park,47.61094901,-122.3370206,Chihuly Garden and Glass,47.62054706,-122.3504608,walking,1320,1527
Westlake Park,47.61094901,-122.3370206,Chihuly Garden and Glass,47.62054706,-122.3504608,bicycling,437,1512
Westlake Park,47.61094901,-122.3370206,Chihuly Garden and Glass,47.62054706,-122.3504608,transit,494,1846
Westlake Park,47.61094901,-122.3370206,Seattle Aquarium,47.60738161,-122.3429637,driving,473,2131
Westlake Park,47.61094901,-122.3370206,Seattle Aquarium,47.60738161,-122.3429637,walking,610,648
Westlake Park,47.61094901,-122.3370206,Seattle Aquarium,47.60738161,-122.3429637,bicycling,420,1680
Westlake Park,47.61094901,-122.3370206,Seattle Aquarium,47.60738161,-122.3429637,transit,610,648
Westlake Park,47.61094901,-122.3370206,Olympic Sculpture Park,47.61659856,-122.3553107,driving,408,1937
Westlake Park,47.61094901,-122.3370206,Olympic Sculpture Park,47.61659856,-122.3553107,walking,1462,1753
Westlake Park,47.61094901,-122.3370206,Olympic Sculpture Park,47.61659856,-122.3553107,bicycling,638,1900
Westlake Park,47.61094901,-122.3370206,Olympic Sculpture Park,47.61659856,-122.3553107,transit,1096,2191
Westlake Park,47.61094901,-122.3370206,Museum of Pop Culture,47.62147013,-122.3481283,driving,432,1856
Westlake Park,47.61094901,-122.3370206,Museum of Pop Culture,47.62147013,-122.3481283,walking,1321,1543
Westlake Park,47.61094901,-122.3370206,Museum of Pop Culture,47.62147013,-122.3481283,bicycling,462,1684
Westlake Park,47.61094901,-122.3370206,Museum of Pop Culture,47.62147013,-122.3481283,transit,527,1915
Westlake Park,47.61094901,-122.3370206,Discovery Park,47.66122637,-122.4172053,driving,1263,10310
Westlake Park,47.61094901,-122.3370206,Discovery Park,47.66122637,-122.4172053,walking,8419,9848
Westlake Park,47.61094901,-122.3370206,Discovery Park,47.66122637,-122.4172053,bicycling,2464,10527
Westlake Park,47.61094901,-122.3370206,Discovery Park,47.66122637,-122.4172053,transit,2975,12438
Westlake Park,47.61094901,-122.3370206,Pike Place Market,47.60939849,-122.3418399,driving,207,634
Westlake Park,47.61094901,-122.3370206,Pike Place Market,47.60939849,-122.3418399,walking,381,421
Westlake Park,47.61094901,-122.3370206,Pike Place Market,47.60939849,-122.3418399,bicycling,228,637
Westlake Park,47.61094901,-122.3370206,Pike Place Market,47.60939849,-122.3418399,transit,381,421
Westlake Park,47.61094901,-122.3370206,The Seattle Great Wheel,47.60612088,-122.3425217,driving,425,1710
Westlake Park,47.61094901,-122.3370206,The Seattle Great Wheel,47.60612088,-122.3425217,walking,955,1161
Westlake Park,47.61094901,-122.3370206,The Seattle Great Wheel,47.60612088,-122.3425217,bicycling,520,1506
Westlake Park,47.61094901,-122.3370206,The Seattle Great Wheel,47.60612088,-122.3425217,transit,762,1327
Westlake Park,47.61094901,-122.3370206,Fremont Troll,47.65105594,-122.3475007,driving,610,5300
Westlake Park,47.61094901,-122.3370206,Fremont Troll,47.65105594,-122.3475007,walking,4162,4857
Westlake Park,47.61094901,-122.3370206,Fremont Troll,47.65105594,-122.3475007,bicycling,1287,5217
Westlake Park,47.61094901,-122.3370206,Fremont Troll,47.65105594,-122.3475007,transit,1189,5462
Westlake Park,47.61094901,-122.3370206,Seattle Art Museum,47.60751483,-122.33796,driving,203,822
Westlake Park,47.61094901,-122.3370206,Seattle Art Museum,47.60751483,-122.33796,walking,400,485
Westlake Park,47.61094901,-122.3370206,Seattle Art Museum,47.60751483,-122.33796,bicycling,144,531
Westlake Park,47.61094901,-122.3370206,Seattle Art Museum,47.60751483,-122.33796,transit,400,485
Westlake Park,47.61094901,-122.3370206,Waterfront Park,47.60703331,-122.3418279,driving,438,1771
Westlake Park,47.61094901,-122.3370206,Waterfront Park,47.60703331,-122.3418279,walking,632,730
Westlake Park,47.61094901,-122.3370206,Waterfront Park,47.60703331,-122.3418279,bicycling,400,1551
Westlake Park,47.61094901,-122.3370206,Waterfront Park,47.60703331,-122.3418279,transit,632,730
Westlake Park,47.61094901,-122.3370206,Kerry Park,47.62947041,-122.3599343,driving,706,3458
Westlake Park,47.61094901,-122.3370206,Kerry Park,47.62947041,-122.3599343,walking,2939,3241
Westlake Park,47.61094901,-122.3370206,Kerry Park,47.62947041,-122.3599343,bicycling,1215,3717
Westlake Park,47.61094901,-122.3370206,Kerry Park,47.62947041,-122.3599343,transit,1415,3585
Westlake Park,47.61094901,-122.3370206,The Gum Wall at Unexpected Productions Improv,47.60835761,-122.3403387,driving,220,718
Westlake Park,47.61094901,-122.3370206,The Gum Wall at Unexpected Productions Improv,47.60835761,-122.3403387,walking,389,453
Westlake Park,47.61094901,-122.3370206,The Gum Wall at Unexpected Productions Improv,47.60835761,-122.3403387,bicycling,238,764
Westlake Park,47.61094901,-122.3370206,The Gum Wall at Unexpected Productions Improv,47.60835761,-122.3403387,transit,389,453
Westlake Park,47.61094901,-122.3370206,Smith Tower,47.6018488,-122.3318543,driving,364,1617
Westlake Park,47.61094901,-122.3370206,Smith Tower,47.6018488,-122.3318543,walking,1042,1261
Westlake Park,47.61094901,-122.3370206,Smith Tower,47.6018488,-122.3318543,bicycling,422,1350
Westlake Park,47.61094901,-122.3370206,Smith Tower,47.6018488,-122.3318543,transit,284,1400
Westlake Park,47.61094901,-122.3370206,Seattle Japanese Garden,47.62898814,-122.2962975,driving,724,7595
Westlake Park,47.61094901,-122.3370206,Seattle Japanese Garden,47.62898814,-122.2962975,walking,3966,4496
Westlake Park,47.61094901,-122.3370206,Seattle Japanese Garden,47.62898814,-122.2962975,bicycling,1613,7137
Westlake Park,47.61094901,-122.3370206,Seattle Japanese Garden,47.62898814,-122.2962975,transit,1798,5000
Westlake Park,47.61094901,-122.3370206,Volunteer Park,47.63103247,-122.3163297,driving,704,5300
Westlake Park,47.61094901,-122.3370206,Volunteer Park,47.63103247,-122.3163297,walking,3170,3398
Westlake Park,47.61094901,-122.3370206,Volunteer Park,47.63103247,-122.3163297,bicycling,1263,3782
Westlake Park,47.61094901,-122.3370206,Volunteer Park,47.63103247,-122.3163297,transit,1563,4191
Westlake Park,47.61094901,-122.3370206,Sky View Observatory - Columbia Center,47.60436106,-122.3310108,driving,392,1672
Westlake Park,47.61094901,-122.3370206,Sky View Observatory - Columbia Center,47.60436106,-122.3310108,walking,752,860
Westlake Park,47.61094901,-122.3370206,Sky View Observatory - Columbia Center,47.60436106,-122.3310108,bicycling,296,860
Westlake Park,47.61094901,-122.3370206,Sky View Observatory - Columbia Center,47.60436106,-122.3310108,transit,542,1625
Westlake Park,47.61094901,-122.3370206,Seward Park,47.54960139,-122.2573653,driving,1288,11868
Westlake Park,47.61094901,-122.3370206,Seward Park,47.54960139,-122.2573653,walking,8968,10682
Westlake Park,47.61094901,-122.3370206,Seward Park,47.54960139,-122.2573653,bicycling,2685,11900
Westlake Park,47.61094901,-122.3370206,Seward Park,47.54960139,-122.2573653,transit,2358,13219
Westlake Park,47.61094901,-122.3370206,Lake Union Park,47.6270909,-122.337132,driving,570,2252
Westlake Park,47.61094901,-122.3370206,Lake Union Park,47.6270909,-122.337132,walking,1617,1957
Westlake Park,47.61094901,-122.3370206,Lake Union Park,47.6270909,-122.337132,bicycling,593,2307
Westlake Park,47.61094901,-122.3370206,Lake Union Park,47.6270909,-122.337132,transit,948,2362
Westlake Park,47.61094901,-122.3370206,Wing Luke Museum,47.59821381,-122.322921,driving,539,3161
Westlake Park,47.61094901,-122.3370206,Wing Luke Museum,47.59821381,-122.322921,walking,1730,2017
Westlake Park,47.61094901,-122.3370206,Wing Luke Museum,47.59821381,-122.322921,bicycling,690,2072
Westlake Park,47.61094901,-122.3370206,Wing Luke Museum,47.59821381,-122.322921,transit,767,2350
Westlake Park,47.61094901,-122.3370206,Pier 55,47.60473849,-122.3397158,driving,407,1567
Westlake Park,47.61094901,-122.3370206,Pier 55,47.60473849,-122.3397158,walking,790,950
Westlake Park,47.61094901,-122.3370206,Pier 55,47.60473849,-122.3397158,bicycling,345,1245
Westlake Park,47.61094901,-122.3370206,Pier 55,47.60473849,-122.3397158,transit,593,1132
Westlake Park,47.61094901,-122.3370206,Kubota Garden,47.5134561,-122.2658735,driving,1061,15760
Westlake Park,47.61094901,-122.3370206,Kubota Garden,47.5134561,-122.2658735,walking,11234,13274
Westlake Park,47.61094901,-122.3370206,Kubota Garden,47.5134561,-122.2658735,bicycling,3218,13696
Westlake Park,47.61094901,-122.3370206,Kubota Garden,47.5134561,-122.2658735,transit,2770,14919
Westlake Park,47.61094901,-122.3370206,Green Lake Park,47.68018985,-122.3284285,driving,842,8783
Westlake Park,47.61094901,-122.3370206,Green Lake Park,47.68018985,-122.3284285,walking,7394,8688
