dataset,origin_place,origin_lat,origin_lng,destination_place,destination_lat,destination_lng,mode,departure_time
train,Luther Burbank Park,47.591172896963286,-122.2256759261922,BelRed Station - light rail station,47.624419440180404,-122.16565057845678,bicycling,1749580510
train,Luther Burbank Park,47.591172896963286,-122.2256759261922,BelRed Station - light rail station,47.624419440180404,-122.16565057845678,transit,1749580510
train,Luther Burbank Park,47.591172896963286,-122.2256759261922,BelRed Station - light rail station,47.624419440180404,-122.16565057845678,walking,1749580510
train,Kerry Park,47.62947041105963,-122.35993432806126,Bellevue Downtown Station - light rail station,47.61522588585599,-122.1921148622084,driving,1749580510
train,Kerry Park,47.62947041105963,-122.35993432806126,Bellevue Downtown Station - light rail station,47.61522588585599,-122.1921148622084,bicycling,1749580510
train,Kerry Park,47.62947041105963,-122.35993432806126,Bellevue Downtown Station - light rail station,47.61522588585599,-122.1921148622084,transit,1749580510
train,Kerry Park,47.62947041105963,-122.35993432806126,Bellevue Downtown Station - light rail station,47.61522588585599,-122.1921148622084,walking,1749580510
train,Roosevelt Station - light rail station,47.676085552861196,-122.31600512143781,Luther Burbank Park,47.591172896963286,-122.2256759261922,driving,1749580510
train,Roosevelt Station - light rail station,47.676085552861196,-122.31600512143781,Luther Burbank Park,47.591172896963286,-122.2256759261922,bicycling,1749580510
train,Roosevelt Station - light rail station,47.676085552861196,-122.31600512143781,Luther Burbank Park,47.591172896963286,-122.2256759261922,transit,1749580510
train,Roosevelt Station - light rail station,47.676085552861196,-122.31600512143781,Luther Burbank Park,47.591172896963286,-122.2256759261922,walking,1749580510
train,Museum of Illusions - Seattle,47.60962649476756,-122.33443924804578,Jimi Hendrix Statue,47.61550301473619,-122.32071505564883,driving,1749580510
train,Museum of Illusions - Seattle,47.60962649476756,-122.33443924804578,Jimi Hendrix Statue,47.61550301473619,-122.32071505564883,bicycling,1749580510
train,Museum of Illusions - Seattle,47.60962649476756,-122.33443924804578,Jimi Hendrix Statue,47.61550301473619,-122.32071505564883,transit,1749580510
train,Museum of Illusions - Seattle,47.60962649476756,-122.33443924804578,Jimi Hendrix Statue,47.61550301473619,-122.32071505564883,walking,1749580510
train,Lake Union Park,47.62709090421509,-122.33713195940298,Woodland Park Rose Garden,47.66576035818477,-122.34934114465352,driving,1749580510
train,Lake Union Park,47.62709090421509,-122.33713195940298,Woodland Park Rose Garden,47.66576035818477,-122.34934114465352,bicycling,1749580510
train,Lake Union Park,47.62709090421509,-122.33713195940298,Woodland Park Rose Garden,47.66576035818477,-122.34934114465352,transit,1749580510
train,Lake Union Park,47.62709090421509,-122.33713195940298,Woodland Park Rose Garden,47.66576035818477,-122.34934114465352,walking,1749580510
