origin_place,origin_lat,origin_lng,destination_place,destination_lat,destination_lng,mode,duration_sec,distance_m
The Gum Wall at Unexpected Productions Improv,47.60835761,-122.3403387,World Famous Giant Shoe Museum,47.60862522,-122.3407418,driving,65,282
The Gum Wall at Unexpected Productions Improv,47.60835761,-122.3403387,World Famous Giant Shoe Museum,47.60862522,-122.3407418,bicycling,112,66
The Gum Wall at Unexpected Productions Improv,47.60835761,-122.3403387,World Famous Giant Shoe Museum,47.60862522,-122.3407418,transit,79,66
The Gum Wall at Unexpected Productions Improv,47.60835761,-122.3403387,World Famous Giant Shoe Museum,47.60862522,-122.3407418,walking,79,66
Historic Chinatown Gate,47.59843717,-122.3273775,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,driving,5,18
Historic Chinatown Gate,47.59843717,-122.3273775,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,bicycling,32,44
Historic Chinatown Gate,47.59843717,-122.3273775,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,transit,48,48
Historic Chinatown Gate,47.59843717,-122.3273775,International District/Chinatown Station - light rail station,47.59835834,-122.3280238,walking,48,48
Lake Union Park,47.6270909,-122.337132,Museum of History & Industry (MOHAI),47.62757703,-122.3369061,driving,3,16
Lake Union Park,47.6270909,-122.337132,Museum of History & Industry (MOHAI),47.62757703,-122.3369061,bicycling,17,104
Lake Union Park,47.6270909,-122.337132,Museum of History & Industry (MOHAI),47.62757703,-122.3369061,transit,56,72
Lake Union Park,47.6270909,-122.337132,Museum of History & Industry (MOHAI),47.62757703,-122.3369061,walking,56,72
Smith Tower,47.6018488,-122.3318543,Pioneer Square Station - light rail station,47.60193328,-122.3309958,driving,22,64
Smith Tower,47.6018488,-122.3318543,Pioneer Square Station - light rail station,47.60193328,-122.3309958,bicycling,111,218
Smith Tower,47.6018488,-122.3318543,Pioneer Square Station - light rail station,47.60193328,-122.3309958,transit,77,75
Smith Tower,47.6018488,-122.3318543,Pioneer Square Station - light rail station,47.60193328,-122.3309958,walking,77,75
The Gum Wall at Unexpected Productions Improv,47.60835761,-122.3403387,Original Selfie Museum | Seattle,47.60778847,-122.339793,driving,18,75
The Gum Wall at Unexpected Productions Improv,47.60835761,-122.3403387,Original Selfie Museum | Seattle,47.60778847,-122.339793,bicycling,14,75
The Gum Wall at Unexpected Productions Improv,47.60835761,-122.3403387,Original Selfie Museum | Seattle,47.60778847,-122.339793,transit,62,75
The Gum Wall at Unexpected Productions Improv,47.60835761,-122.3403387,Original Selfie Museum | Seattle,47.60778847,-122.339793,walking,62,75
Waterfall Garden,47.60022526,-122.3320583,Occidental Square,47.60049434,-122.3332285,driving,53,148
Waterfall Garden,47.60022526,-122.3320583,Occidental Square,47.60049434,-122.3332285,bicycling,38,215
Waterfall Garden,47.60022526,-122.3320583,Occidental Square,47.60049434,-122.3332285,transit,131,161
Waterfall Garden,47.60022526,-122.3320583,Occidental Square,47.60049434,-122.3332285,walking,131,161
Space Needle,47.62047587,-122.3492266,Chihuly Garden and Glass,47.62054706,-122.3504608,driving,6,10
Space Needle,47.62047587,-122.3492266,Chihuly Garden and Glass,47.62054706,-122.3504608,bicycling,27,134
Space Needle,47.62047587,-122.3492266,Chihuly Garden and Glass,47.62054706,-122.3504608,transit,102,124
Space Needle,47.62047587,-122.3492266,Chihuly Garden and Glass,47.62054706,-122.3504608,walking,102,124
